年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2019,電子工程師,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,電信工程師,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,平面及多媒體設計師,影片及電視節目業；聲音錄製及音樂發行業,1796,50523,36143,14380
2019,護理人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,勞安及衛生管理人員(含工業安全管理師),影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,補教業教師,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,會(審)計師(含會計稽核),影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,財務、經濟及投資分析研究人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,專案管理師(含經營管理顧問),影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,稽核人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,人力資源管理師,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,廣告及行銷專業人員(含企劃),影片及電視節目業；聲音錄製及音樂發行業,1215,43467,43467,— 
2019,公關專業人員,影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
2019,資訊系統分析及設計師,影片及電視節目業；聲音錄製及音樂發行業,32,56207,56207,— 
2019,軟體開發及程式設計師,影片及電視節目業；聲音錄製及音樂發行業,330,56908,56908,— 
2019,資料庫及網路專業人員,影片及電視節目業；聲音錄製及音樂發行業,119,50218,50218,— 
2019,律師及相關專業人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,專利工程師及公證人,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,編輯、作家及有關撰稿人員,影片及電視節目業；聲音錄製及音樂發行業,69,37628,37628,— 
2019,新聞記者,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,翻譯人員,影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
2019,表演藝術人員(含演員、配音員),影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
2019,電影、舞台及有關導演與製作人,影片及電視節目業；聲音錄製及音樂發行業,613,43602,43602,— 
2019,廣播、電視及其他媒體播報員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,技術員及助理專業人員,影片及電視節目業；聲音錄製及音樂發行業,4002,34751,34712,39
2019,電機技術員,影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
2019,電子技術員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,品管技術員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,製圖員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,勞安及衛生技術員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,會計人員,影片及電視節目業；聲音錄製及音樂發行業,185,52689,52689,— 
2019,統計及精算助理專業人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,工商業銷售代表(含業務員),影片及電視節目業；聲音錄製及音樂發行業,816,35769,35769,— 
2019,採購員,影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
2019,專業秘書,影片及電視節目業；聲音錄製及音樂發行業,34,56362,56362,— 
2019,法務人員,影片及電視節目業；聲音錄製及音樂發行業,41,50920,50920,— 
2019,攝影師、攝影記者,影片及電視節目業；聲音錄製及音樂發行業,373,27498,27498,— 
2019,節目助理及舞台相關工作人員,影片及電視節目業；聲音錄製及音樂發行業,238,30913,30823,90
